urls	urls_status	file
https://username.github.io/repository_name/	failed	/github/workspace/hosting.Rmd
https://www.rstudio.com/wp-content/uploads/2015/02/rmarkdown-cheatsheet.pdf)	failed	/github/workspace/style.Rmd
